Wavelength (micron), Reflectance
8.1099999e-001,6.2700194e-001
8.1199998e-001,6.2717694e-001
8.1300002e-001,6.2736118e-001
8.1400001e-001,6.2756217e-001
8.1500000e-001,6.2777585e-001
8.1599998e-001,6.2799519e-001
8.1699997e-001,6.2821496e-001
8.1800002e-001,6.2843716e-001
8.1900001e-001,6.2866509e-001
8.1999999e-001,6.2890089e-001
8.2099998e-001,6.2913901e-001
8.2200003e-001,6.2937242e-001
8.2300001e-001,6.2959731e-001
8.2400000e-001,6.2982255e-001
8.2499999e-001,6.3006049e-001
8.2599998e-001,6.3031763e-001
8.2700002e-001,6.3057709e-001
8.2800001e-001,6.3081604e-001
8.2900000e-001,6.3101840e-001
8.2999998e-001,6.3119400e-001
8.3099997e-001,6.3135940e-001
8.3200002e-001,6.3152891e-001
8.3300000e-001,6.3170850e-001
8.3399999e-001,6.3190168e-001
8.3499998e-001,6.3211286e-001
8.3600003e-001,6.3234854e-001
8.3700001e-001,6.3261592e-001
8.3800000e-001,6.3291937e-001
8.3899999e-001,6.3325173e-001
8.3999997e-001,6.3360316e-001
8.4100002e-001,6.3396531e-001
8.4200001e-001,6.3433588e-001
8.4299999e-001,6.3471407e-001
8.4399998e-001,6.3509953e-001
8.4500003e-001,6.3549310e-001
8.4600002e-001,6.3589644e-001
8.4700000e-001,6.3630915e-001
8.4799999e-001,6.3672376e-001
8.4899998e-001,6.3713044e-001
8.5000002e-001,6.3752300e-001
8.5100001e-001,6.3790590e-001
8.5200000e-001,6.3828653e-001
8.5299999e-001,6.3867015e-001
8.5399997e-001,6.3905275e-001
8.5500002e-001,6.3942820e-001
8.5600001e-001,6.3979208e-001
8.5699999e-001,6.4014775e-001
8.5799998e-001,6.4050001e-001
8.5900003e-001,6.4085352e-001
8.6000001e-001,6.4120489e-001
8.6100000e-001,6.4154947e-001
8.6199999e-001,6.4188337e-001
8.6299998e-001,6.4220506e-001
8.6400002e-001,6.4251351e-001
8.6500001e-001,6.4280772e-001
8.6600000e-001,6.4308625e-001
8.6699998e-001,6.4334726e-001
8.6799997e-001,6.4359224e-001
8.6900002e-001,6.4383447e-001
8.7000000e-001,6.4409053e-001
8.7099999e-001,6.4437115e-001
8.7199998e-001,6.4466596e-001
8.7300003e-001,6.4495909e-001
8.7400001e-001,6.4523768e-001
8.7500000e-001,6.4550263e-001
8.7599999e-001,6.4575791e-001
8.7699997e-001,6.4600790e-001
8.7800002e-001,6.4625776e-001
8.7900001e-001,6.4651275e-001
8.8000000e-001,6.4677519e-001
8.8099998e-001,6.4703453e-001
8.8200003e-001,6.4727736e-001
8.8300002e-001,6.4749306e-001
8.8400000e-001,6.4768255e-001
8.8499999e-001,6.4784974e-001
8.8599998e-001,6.4799875e-001
8.8700002e-001,6.4813423e-001
8.8800001e-001,6.4826113e-001
