Wavelength (micron), Reflectance
7.5400001e-001, 1.6193782e-001
7.5500000e-001, 1.6242519e-001
7.5599998e-001, 1.6289847e-001
7.5700003e-001, 1.6335627e-001
7.5800002e-001, 1.6378470e-001
7.5900000e-001,-1.2300000e+034
7.5999999e-001,-1.2300000e+034
7.6099998e-001,-1.2300000e+034
7.6200002e-001,-1.2300000e+034
7.6300001e-001, 1.6539840e-001
7.6400000e-001, 1.6579236e-001
7.6499999e-001, 1.6617070e-001
7.6599997e-001, 1.6654387e-001
7.6700002e-001, 1.6691555e-001
7.6800001e-001, 1.6729903e-001
7.6899999e-001, 1.6764937e-001
7.6999998e-001, 1.6798763e-001
7.7100003e-001, 1.6831742e-001
7.7200001e-001, 1.6862684e-001
7.7300000e-001, 1.6892873e-001
7.7399999e-001, 1.6922857e-001
7.7499998e-001, 1.6951409e-001
7.7600002e-001, 1.6979578e-001
7.7700001e-001, 1.7007361e-001
7.7800000e-001, 1.7038143e-001
7.7899998e-001, 1.7067610e-001
7.7999997e-001, 1.7095849e-001
7.8100002e-001, 1.7124428e-001
7.8200001e-001, 1.7152534e-001
7.8299999e-001, 1.7180815e-001
7.8399998e-001, 1.7210375e-001
7.8500003e-001, 1.7237721e-001
7.8600001e-001, 1.7264347e-001
7.8700000e-001, 1.7290924e-001
7.8799999e-001, 1.7318204e-001
7.8899997e-001, 1.7345226e-001
7.9000002e-001, 1.7371830e-001
7.9100001e-001, 1.7398681e-001
7.9200000e-001, 1.7426075e-001
7.9299998e-001, 1.7454247e-001
7.9400003e-001, 1.7483816e-001
7.9500002e-001, 1.7511854e-001
7.9600000e-001, 1.7539437e-001
7.9699999e-001, 1.7567237e-001
7.9799998e-001, 1.7596370e-001
7.9900002e-001, 1.7623623e-001
8.0000001e-001, 1.7648429e-001
8.0100000e-001, 1.7677638e-001
8.0199999e-001, 1.7705962e-001
8.0299997e-001, 1.7733340e-001
8.0400002e-001, 1.7761517e-001
8.0500001e-001, 1.7790850e-001
8.0599999e-001, 1.7820366e-001
8.0699998e-001, 1.7848988e-001
8.0800003e-001, 1.7876184e-001
8.0900002e-001, 1.7902720e-001
8.1000000e-001, 1.7928185e-001
8.1099999e-001, 1.7954430e-001
8.1199998e-001, 1.7978156e-001
8.1300002e-001, 1.7999254e-001
8.1400001e-001, 1.8018202e-001
8.1500000e-001, 1.8037827e-001
8.1599998e-001, 1.8059136e-001
8.1699997e-001, 1.8086500e-001
8.1800002e-001, 1.8116198e-001
8.1900001e-001, 1.8148673e-001
8.1999999e-001, 1.8186164e-001
8.2099998e-001, 1.8214698e-001
8.2200003e-001, 1.8237680e-001
8.2300001e-001, 1.8257491e-001
8.2400000e-001, 1.8295242e-001
8.2499999e-001, 1.8331493e-001
8.2599998e-001, 1.8363500e-001
8.2700002e-001, 1.8388163e-001
8.2800001e-001, 1.8413742e-001
8.2900000e-001, 1.8440805e-001
8.2999998e-001, 1.8468565e-001
8.3099997e-001, 1.8497220e-001
8.3200002e-001, 1.8525535e-001
8.3300000e-001, 1.8552999e-001
8.3399999e-001, 1.8584277e-001
8.3499998e-001, 1.8614379e-001
8.3600003e-001, 1.8642329e-001
8.3700001e-001, 1.8672435e-001
8.3800000e-001, 1.8703727e-001
8.3899999e-001, 1.8735506e-001
8.3999997e-001, 1.8764052e-001
8.4100002e-001, 1.8792050e-001
8.4200001e-001, 1.8820019e-001
8.4299999e-001, 1.8848418e-001
8.4399998e-001, 1.8876100e-001
8.4500003e-001, 1.8904673e-001
8.4600002e-001, 1.8934523e-001
8.4700000e-001, 1.8960282e-001
8.4799999e-001, 1.8986103e-001
8.4899998e-001, 1.9012447e-001
8.5000002e-001, 1.9037962e-001
8.5100001e-001, 1.9067384e-001
8.5200000e-001, 1.9096956e-001
8.5299999e-001, 1.9119380e-001
8.5399997e-001, 1.9143943e-001
8.5500002e-001, 1.9172490e-001
8.5600001e-001, 1.9204481e-001
8.5699999e-001, 1.9233663e-001
8.5799998e-001, 1.9260442e-001
8.5900003e-001, 1.9286236e-001
8.6000001e-001, 1.9315025e-001
8.6100000e-001, 1.9342761e-001
8.6199999e-001, 1.9369408e-001
8.6299998e-001, 1.9393878e-001
8.6400002e-001, 1.9418405e-001
8.6500001e-001, 1.9442396e-001
8.6600000e-001, 1.9464454e-001
8.6699998e-001, 1.9494139e-001
8.6799997e-001, 1.9523519e-001
8.6900002e-001, 1.9547589e-001
8.7000000e-001, 1.9573711e-001
8.7099999e-001, 1.9599529e-001
8.7199998e-001, 1.9625323e-001
8.7300003e-001, 1.9650111e-001
8.7400001e-001, 1.9676797e-001
8.7500000e-001, 1.9704409e-001
8.7599999e-001, 1.9729839e-001
8.7699997e-001, 1.9753949e-001
8.7800002e-001, 1.9778378e-001
8.7900001e-001, 1.9804509e-001
8.8000000e-001, 1.9830012e-001
8.8099998e-001, 1.9855221e-001
8.8200003e-001, 1.9879982e-001
8.8300002e-001, 1.9907601e-001
8.8400000e-001, 1.9930969e-001
8.8499999e-001, 1.9951731e-001
8.8599998e-001, 1.9978611e-001
8.8700002e-001, 2.0007206e-001
8.8800001e-001, 2.0034745e-001
8.8900000e-001, 2.0055521e-001
